32.460,31.770,0.886,0.876,0.943,1.145,0.952,0.608,4.630
33.080,34.320,0.940,0.901,0.989,1.253,1.003,0.638,4.660
34.420,36.430,1.013,0.974,0.997,1.260,1.031,0.655,4.820
34.700,33.260,0.969,0.922,1.024,1.193,1.066,0.646,5.050
35.490,33.090,0.972,0.912,1.002,1.195,1.027,0.649,5.170
31.130,29.410,0.897,0.859,0.931,1.152,0.949,0.623,5.210
31.270,29.830,0.859,0.814,0.945,1.135,0.964,0.620,5.200
33.900,31.830,0.946,0.897,1.017,1.172,1.030,0.639,5.260
33.480,30.970,0.970,0.894,0.964,1.159,0.968,0.621,5.170
33.920,31.350,1.017,0.909,0.991,1.196,0.981,0.606,4.680
32.780,30.900,0.950,0.884,0.945,1.199,0.945,0.587,4.490
33.460,31.590,0.944,0.858,0.978,1.194,0.996,0.581,4.960
35.000,33.320,0.950,0.860,1.072,1.225,1.070,0.624,5.780
35.910,33.460,0.979,0.892,1.102,1.205,1.093,0.631,6.290
34.100,32.530,0.887,0.810,1.038,1.191,1.007,0.622,6.180
29.690,28.280,0.751,0.709,1.009,1.124,0.972,0.680,8.160
29.050,25.940,0.725,0.707,0.938,1.062,0.886,0.727,8.370
27.380,23.480,0.717,0.715,0.885,1.010,0.773,0.840,9.860
26.520,22.480,0.734,0.744,0.928,1.001,0.784,0.909,9.880
27.800,24.050,0.784,0.841,0.874,0.964,0.843,0.801,9.790
28.810,25.020,0.846,0.910,0.845,0.850,0.836,0.871,9.570
30.630,25.370,0.844,0.866,0.847,0.875,0.892,0.771,7.680
31.350,27.150,0.841,0.857,0.851,0.913,0.905,0.731,7.070
29.590,27.190,0.831,0.851,0.807,0.901,0.867,0.637,6.230
30.920,29.620,0.869,0.900,0.838,0.918,0.872,0.614,5.980
29.670,27.630,0.829,0.830,0.777,0.910,0.792,0.599,5.630
28.650,26.290,0.787,0.749,0.745,0.869,0.772,0.567,5.130
27.910,25.260,0.781,0.715,0.739,0.889,0.782,0.566,5.140
28.450,25.930,0.789,0.750,0.741,0.881,0.784,0.561,5.240
27.020,24.330,0.762,0.747,0.721,0.855,0.738,0.548,5.120
26.420,23.480,0.784,0.771,0.730,0.850,0.727,0.546,5.200
26.860,24.040,0.808,0.834,0.772,0.883,0.735,0.576,5.390
26.760,24.000,0.881,0.914,0.757,0.869,0.724,0.538,5.270
28.270,26.000,0.958,1.018,0.833,0.884,0.786,0.556,5.440
27.890,26.270,0.975,0.992,0.798,0.863,0.796,0.556,5.210
26.990,26.050,0.967,1.056,0.757,0.897,0.772,0.541,4.990
28.360,27.280,0.993,1.017,0.755,0.880,0.818,0.527,4.560
28.120,27.770,0.969,0.950,0.756,0.868,0.834,0.512,4.220
29.080,28.340,0.873,0.889,0.774,0.872,0.804,0.513,4.310
28.920,29.310,0.939,0.913,0.797,0.918,0.834,0.512,4.050
28.440,28.860,0.833,0.848,0.770,0.918,0.790,0.497,3.740
27.980,28.870,0.764,0.778,0.760,0.877,0.770,0.472,3.790
28.900,28.870,0.737,0.773,0.801,0.917,0.813,0.444,3.970
27.090,26.820,0.701,0.701,0.748,0.958,0.758,0.413,3.810
26.370,26.630,0.657,0.643,0.714,0.875,0.726,0.383,3.300
26.870,25.900,0.667,0.627,0.720,0.864,0.735,0.361,3.000
27.070,24.470,0.686,0.658,0.706,0.805,0.714,0.384,3.190
25.260,23.470,0.667,0.694,0.673,0.762,0.681,0.384,3.070
26.500,24.690,0.699,0.697,0.698,0.753,0.714,0.414,3.080
27.100,24.830,0.721,0.709,0.704,0.752,0.737,0.422,3.210
27.870,25.600,0.762,0.756,0.729,0.771,0.757,0.419,3.090
27.520,25.410,0.779,0.765,0.731,0.847,0.763,0.415,3.180
27.250,25.480,0.772,0.786,0.727,0.895,0.760,0.411,3.040
26.840,26.570,0.819,0.852,0.761,0.967,0.789,0.412,2.450
27.380,26.640,0.802,0.844,0.773,1.023,0.802,0.413,2.340
28.220,28.470,0.839,0.833,0.802,0.977,0.817,0.453,2.400
27.090,26.410,0.777,0.722,0.725,0.871,0.704,0.431,2.150
22.350,20.950,0.633,0.599,0.634,0.728,0.641,0.387,1.900
22.600,21.110,0.645,0.602,0.637,0.735,0.636,0.388,1.960
22.660,20.910,0.616,0.575,0.646,0.743,0.644,0.401,2.210
